gr,phi2,phi3
0.04597045319902157,0.008316862904973714,0.002697360942153637
0.24456039201776036,0.01918285353788786,0.0062214660122879555
0.4064438059147651,0.024729788649179418,0.008020471994328461
0.5424153066419198,0.028568413175986438,0.009265431300319926
0.6586727855279452,0.03148147049653782,0.01021020664752578
0.759403915662067,0.03380310279298125,0.010963168473399326
0.8476214142853145,0.03571257044834451,0.011582455280544168
0.9255753737984964,0.037318660378450594,0.012103349311929922
0.9949913852502409,0.038692768975695305,0.012549006154279561
1.0572201556877459,0.03988438200087216,0.012935475243526107
1.1133367204452393,0.040929215140653945,0.013274340045617497
1.164208804305232,0.04185386697639705,0.013574227127480125
1.2105453277953728,0.04267865043816136,0.013841724466430711
1.252931646807909,0.043419402167275786,0.014081968270467824
1.2918556617443935,0.044088685083265945,0.014299032999978147
1.3277274889963644,0.04469661391100967,0.014496199106273408
1.3608944999943695,0.04525143744668812,0.014676141874601553
1.3916529678835583,0.0457599588323911,0.014841067729424139
1.4202571915116715,0.04622784500883887,0.014992814597461254
1.4469267177433864,0.04665985856491511,0.015132927102134633
1.4718521126330886,0.047060034128142324,0.015262713771289405
1.4951996129583598,0.04743181440374535,0.015383291157971468
1.517114905155982,0.04777815638229848,0.015495618286150857
1.537726217897177,0.04810161517588869,0.015600523840828768
1.5571468701875222,0.04840441085970876,0.015698727846392032
1.575477384139679,0.048688482251988206,0.01579085910875293
1.5928072471373134,0.048955530547555214,0.015877469366774664
1.6092163896942961,0.04920705499241632,0.015959044862405295
1.6247764313034752,0.04944438225893778,0.016036015867763608
1.6395517358180518,0.049668690793707206,0.01610876458174288
1.653600309591253,0.04988103112237796,0.016177631715365827
1.6669745691168354,0.05008234287981276,0.01624292201507441
1.6797219998236774,0.050273469170143414,0.016304908920046515
1.691885723655974,0.05045516873615978,0.016363838509024793
1.7035049898723609,0.05062812632086318,0.01641993286082049
1.7146156009389935,0.05079296152893173,0.016473392928302185
1.7252502833335508,0.050950236437029575,0.01652440100660419
1.7354390114127514,0.05110046215550031,0.016573122861243347
1.745209291143146,0.051244104507153346,0.01661970956988757
1.7545864093899435,0.05138158895942593,0.016664299121975982
1.7635936535520726,0.0515133049225604,0.016707017812722293
1.7722525055845586,0.05163960950733038,0.01674798146183688
1.7805828138309903,0.05176083082033199,0.016787296482269835
1.788602945575213,0.05187727086218817,0.016825060820169137
1.7963299227929241,0.05198920808362462,0.016861364783878258
1.8037795432252133,0.05209689964581583,0.01689629177702135
1.8109664885948575,0.05220058342431684,0.016929918948427086
1.8179044215322004,0.05230047979001197,0.01696231776973361
1.824606072562788,0.052396793195603183,0.016993554549925356
1.8310833183267181,0.052489713592051554,0.017023690894719425
1.8373472520447593,0.05257941769593258,0.017052784117599758
1.8434082471140314,0.0526660701257547,0.017080887608352878
1.8492760146029084,0.05274982442282795,0.017108051164160417
1.854959655317721,0.05283082397017923,0.0171343212876257
1.8604677070303783,0.052909202821233056,0.017159741455535046
1.8658081873839623,0.05298508644845644,0.017184352361661548
1.8709886329311525,0.05305859242086753,0.01720819213649758
1.8760161347063833,0.053129831018191076,0.01723129654644035
1.8808973706857997,0.05319890578848309,0.017253699174643162
1.8856386354483157,0.053265914055218265,0.017275431585476196
1.8902458673155096,0.053330947379116284,0.017296523474307986
1.8947246732170333,0.05339409197936194,0.01731700280411739
1.8990803515009753,0.05345542911833309,0.017336895930270192
1.9033179128847424,0.0535150354534802,0.017356227714642226
1.907442099721037,0.05357298335959013,0.017375021630137343
1.911457403734999,0.05362934122430801,0.01739329985653233
1.9153680823722778,0.053684173719475474,0.017411083368478537
1.9191781738833718,0.05373754205056753,0.01742839201640028
1.9228915112568077,0.05378950418626677,0.017445244600951385
1.9265117351024228,0.053840115069999424,0.01746165894162144
1.9300423055759186,0.05388942681506797,0.017477651940022047
1.9334865134269665,0.05393748888484806,0.017493239638329106
1.936847490245113,0.05398434825936878,0.017508437273308794
1.9401282179706838,0.054030049589463544,0.0175232593263125
1.9433315377314688,0.05407463533956209,0.017537719569587704
1.9464601580603407,0.054118145920089754,0.017551831109218298
1.9495166625438247,0.0541606198103469,0.017565606424977374
1.9525035169470975,0.05420209367265929,0.01757905740734896
1.955423075856755,0.05424260245851469,0.01759219539195071
1.9582775888790354,0.05428217950733607,0.017605031191568456
1.9610692064278092,0.05432085663848075,0.017617575125993757
1.963799985133704,0.05435866423700255,0.017629837049838663
1.9664718929029703,0.05439563133366505,0.01764182637848596
1.9690868136522932,0.054431785679651214,0.017653552112319313
1.971646551743504,0.05446715381637566,0.01766502285936508
1.9741528361401657,0.054501761140770204,0.017676246856466012
1.976607324306172,0.054535631966382184,0.017687231989096927
1.9790116058648675,0.054568789580595765,0.01769798580992295
1.9813672060356584,0.05460125629826039,0.017708515556192562
1.9836755888637707,0.054633053511987474,0.01771882816604999
1.9859381602575286,0.054664201739354316,0.017728930293844643
1.9881562708463993,0.05469472066723518,0.017738828324508706
1.9903312186720488,0.05472462919346167,0.017748528387068647
1.992464251723664,0.05475394546599852,0.017758036367350873
1.9945565703279673,0.054782686919805985,0.01776735791993708
1.996609329403551,0.054810870311546855,0.017776498479420602
1.998623640588425,0.054838511752283936,0.017785463271011007
2.000600574249041,0.054865626738302406,0.01779425732053051
2.002541161378407,0.054892230180181634,0.017802885463842694
2.00444639539038,0.054918336430231196,0.01781135235575066
